Artist,Song,Days,PkStreams,Total,listeners,playcount,rank,track_url,artist_url,duration_min,duration,genre,genre_description,artist_listeners,artist_playcount
Cigarettes After Sex,Cry,267,"1,544,912","348,768,883",1253681,21797757,320,https://www.last.fm/music/Cigarettes+After+Sex/_/Cry,https://www.last.fm/music/Cigarettes+After+Sex,4.266666666666667,4 мин 16 сек,dream pop,"Dream pop, also written as dreampop, is a subgenre of alternative rock and neo-psychedelia that emphasizes atmosphere and sonic texture alongside pop melodies. It is characterized by features such as breathy vocals, dense production, and the use of effects like reverb, echo, tremolo, and chorus. The genre often overlaps with shoegaze, and the two terms have sometimes been used interchangeably.

Dream pop gained prominence in the 1980s through artists associated with the UK label 4AD, including Cocteau Twins, This Mortal Coil, and A.",2675022,275024724
BLACKPINK,JUMP,115,"7,028,123","348,433,564",549623,12053278,993,https://www.last.fm/music/BLACKPINK/_/JUMP,https://www.last.fm/music/BLACKPINK,2.7333333333333334,2 мин 44 сек,k-pop,"K-pop means Korean pop, which is a musical genre, sometimes described more as an umbrella term, consisting of different music styles, including hip-hop, rap, jazz, r&b, dance, rock music and ballads. The name for the genre is first recorded in English around 1990–95. Strongly influenced by Western popular music, K-pop took off in 1992 with Seo Taiji and Boys, who incorporated rap, rock, and dance elements into Korean popular music.
Modern K-pop ""idol"" culture began later in the 1990s, as K-pop idol music grew into a subculture.",1846816,291423606
Lana Del Rey,Say Yes To Heaven,247,"4,102,365","347,402,095",1233186,15397819,688,https://www.last.fm/music/Lana+Del+Rey/_/Say+Yes+to+Heaven,https://www.last.fm/music/Lana+Del+Rey,3.05,3 мин 03 сек,indie,"The term 'indie' is best known as being an abbreviation for the word 'independent'. This term is used to differentiate between bands that were/are on a major record label and those that weren't. Indie is not a genre of music, and is only a term for bands on independent labels.",5015086,1452606942
Kendrick Lamar,LOVE. FEAT. ZACARI.,387,"2,993,089","343,289,361",1599100,23657629,242,https://www.last.fm/music/Kendrick+Lamar/_/LOVE.+FEAT.+ZACARI.,https://www.last.fm/music/Kendrick+Lamar,3.55,3 мин 33 сек,hip hop,"Hip hop is a musical genre which developed alongside hip hop culture, defined by key stylistic elements such as rapping, DJing, sampling, scratching and beatboxing. Hip hop began in the Bronx in New York City in the 1970s, primarily among African Americans and Jamaican Americans, with some Latino influences.

The term rap is often used synonymously with hip hop, but hip hop denotes the practices of an entire subculture. Hip hop arose when DJs began isolating the percussion break from funk or disco songs for audiences to dance to.",4853576,961298486
Jessie J,Bang Bang,638,"1,238,424","339,788,195",1325640,9818323,1219,https://www.last.fm/music/Jessie+J/_/Bang+Bang,https://www.last.fm/music/Jessie+J,3.1666666666666665,3 мин 10 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",2946079,57426530
Sam Smith,I'm Not The Only One,579,"1,390,910","333,625,737",1236089,11101095,1085,https://www.last.fm/music/Sam+Smith/_/I%27m+Not+the+Only+One,https://www.last.fm/music/Sam+Smith,3.4166666666666665,3 мин 25 сек,soul,"Soul music is a music genre that combines rhythm and blues and gospel music, originating in the United States.  According to the Rock and Roll Hall of Fame, soul is ""music that arose out of the black experience in America through the transmutation of gospel and rhythm & blues into a form of funky, secular testifying."" The genre occasionally uses improvisational additions, twirls and auxiliary sounds. Catchy rhythms, stressed by handclaps and plastic body moves, are an important feature.",2953577,108003112
NewJeans,Ditto,165,"3,324,434","332,653,707",934511,32639946,77,https://www.last.fm/music/NewJeans/_/Ditto,https://www.last.fm/music/NewJeans,3.083333333333333,3 мин 05 сек,k-pop,"K-pop means Korean pop, which is a musical genre, sometimes described more as an umbrella term, consisting of different music styles, including hip-hop, rap, jazz, r&b, dance, rock music and ballads. The name for the genre is first recorded in English around 1990–95. Strongly influenced by Western popular music, K-pop took off in 1992 with Seo Taiji and Boys, who incorporated rap, rock, and dance elements into Korean popular music.
Modern K-pop ""idol"" culture began later in the 1990s, as K-pop idol music grew into a subculture.",1659655,301436663
Benson Boone,Mystical Magical,192,"2,621,906","332,188,086",390056,2670423,1742,https://www.last.fm/music/Benson+Boone/_/Mystical+Magical,https://www.last.fm/music/Benson+Boone,2.75,2 мин 45 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",1362525,40206493
HUNTR/X,Takedown,132,"3,157,782","331,326,768",442903,5644279,1565,https://www.last.fm/music/HUNTR%2FX/_/Takedown,https://www.last.fm/music/HUNTR%2FX,3.0166666666666666,3 мин 01 сек,k-pop,"K-pop means Korean pop, which is a musical genre, sometimes described more as an umbrella term, consisting of different music styles, including hip-hop, rap, jazz, r&b, dance, rock music and ballads. The name for the genre is first recorded in English around 1990–95. Strongly influenced by Western popular music, K-pop took off in 1992 with Seo Taiji and Boys, who incorporated rap, rock, and dance elements into Korean popular music.
Modern K-pop ""idol"" culture began later in the 1990s, as K-pop idol music grew into a subculture.",901181,31823273
Olivia Rodrigo,"jealousy, jealousy",254,"3,908,159","329,086,857",1322116,23518979,253,"https://www.last.fm/music/Olivia+Rodrigo/_/jealousy,+jealousy",https://www.last.fm/music/Olivia+Rodrigo,2.9166666666666665,2 мин 55 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",2903012,513026427
Kendrick Lamar,squabble up,137,"8,815,927","327,903,493",1101442,13294366,858,https://www.last.fm/music/Kendrick+Lamar/_/squabble+up,https://www.last.fm/music/Kendrick+Lamar,2.6333333333333333,2 мин 38 сек,hip hop,"Hip hop is a musical genre which developed alongside hip hop culture, defined by key stylistic elements such as rapping, DJing, sampling, scratching and beatboxing. Hip hop began in the Bronx in New York City in the 1970s, primarily among African Americans and Jamaican Americans, with some Latino influences.

The term rap is often used synonymously with hip hop, but hip hop denotes the practices of an entire subculture. Hip hop arose when DJs began isolating the percussion break from funk or disco songs for audiences to dance to.",4853576,961298486
Dua Lipa,Training Season,173,"4,293,993","325,510,024",716757,10598380,1129,https://www.last.fm/music/Dua+Lipa/_/Training+Season,https://www.last.fm/music/Dua+Lipa,3.4833333333333334,3 мин 29 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",3101130,300824016
Future,Type Shit,168,"6,009,059","324,385,933",851429,14008052,800,https://www.last.fm/music/Future/_/Type+Shit,https://www.last.fm/music/Future,3.8,3 мин 48 сек,hip hop,"Hip hop is a musical genre which developed alongside hip hop culture, defined by key stylistic elements such as rapping, DJing, sampling, scratching and beatboxing. Hip hop began in the Bronx in New York City in the 1970s, primarily among African Americans and Jamaican Americans, with some Latino influences.

The term rap is often used synonymously with hip hop, but hip hop denotes the practices of an entire subculture. Hip hop arose when DJs began isolating the percussion break from funk or disco songs for audiences to dance to.",3050672,421316263
Chase Atlantic,Swim,225,"2,266,910","323,974,121",1038005,15470070,681,https://www.last.fm/music/Chase+Atlantic/_/Swim,https://www.last.fm/music/Chase+Atlantic,3.8,3 мин 48 сек,r&b,"R&B is a musical genre that began to develop as a distinct style in the early 1950s. Originally known as rhythm and blues, it was primarily created by African American musicians and drew influence from both blues and early rock 'n' roll, with significant interaction between these genres. Over time, musicians from different backgrounds adopted the style and introduced new elements. In the 1950s, artists like Muddy Waters contributed to shaping the genre by emphasizing faster melodies and energetic rhythms",1718398,178880283
The Weeknd,Earned It (Fifty Shades Of Grey),491,"1,838,320","323,722,622",943326,8234921,1370,https://www.last.fm/music/The+Weeknd/_/Earned+It+(Fifty+Shades+of+Grey),https://www.last.fm/music/The+Weeknd,4.616666666666666,4 мин 37 сек,r&b,"R&B is a musical genre that began to develop as a distinct style in the early 1950s. Originally known as rhythm and blues, it was primarily created by African American musicians and drew influence from both blues and early rock 'n' roll, with significant interaction between these genres. Over time, musicians from different backgrounds adopted the style and introduced new elements. In the 1950s, artists like Muddy Waters contributed to shaping the genre by emphasizing faster melodies and energetic rhythms",5050479,1031011466
