Artist,Song,listeners,playcount,rank,track_url,artist_url,duration_min,duration,genre,genre_description,artist_listeners,artist_playcount
Cigarettes After Sex,Cry,1253681,21797757,320,https://www.last.fm/music/Cigarettes+After+Sex/_/Cry,https://www.last.fm/music/Cigarettes+After+Sex,4.266666666666667,4 мин 16 сек,dream pop,"Dream pop, also written as dreampop, is a subgenre of alternative rock and neo-psychedelia that emphasizes atmosphere and sonic texture alongside pop melodies. It is characterized by features such as breathy vocals, dense production, and the use of effects like reverb, echo, tremolo, and chorus. The genre often overlaps with shoegaze, and the two terms have sometimes been used interchangeably.

Dream pop gained prominence in the 1980s through artists associated with the UK label 4AD, including Cocteau Twins, This Mortal Coil, and A.",2675022,275024724
Hotel Ugly,Shut up My Moms Calling,1499994,21784123,321,https://www.last.fm/music/Hotel+Ugly/_/Shut+up+My+Moms+Calling,https://www.last.fm/music/Hotel+Ugly,2.7333333333333334,2 мин 44 сек,soul,"Soul music is a music genre that combines rhythm and blues and gospel music, originating in the United States.  According to the Rock and Roll Hall of Fame, soul is ""music that arose out of the black experience in America through the transmutation of gospel and rhythm & blues into a form of funky, secular testifying."" The genre occasionally uses improvisational additions, twirls and auxiliary sounds. Catchy rhythms, stressed by handclaps and plastic body moves, are an important feature.",1760336,48228067
NewJeans,New Jeans,901091,21757306,322,https://www.last.fm/music/NewJeans/_/New+Jeans,https://www.last.fm/music/NewJeans,1.8166666666666667,1 мин 49 сек,k-pop,"K-pop means Korean pop, which is a musical genre, sometimes described more as an umbrella term, consisting of different music styles, including hip-hop, rap, jazz, r&b, dance, rock music and ballads. The name for the genre is first recorded in English around 1990–95. Strongly influenced by Western popular music, K-pop took off in 1992 with Seo Taiji and Boys, who incorporated rap, rock, and dance elements into Korean popular music.
Modern K-pop ""idol"" culture began later in the 1990s, as K-pop idol music grew into a subculture.",1659655,301436663
Olivia Rodrigo,brutal,1251972,21751585,323,https://www.last.fm/music/Olivia+Rodrigo/_/brutal,https://www.last.fm/music/Olivia+Rodrigo,3.933333333333333,3 мин 56 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",2903012,513026427
Lady Gaga,Born This Way,1505702,21751039,324,https://www.last.fm/music/Lady+Gaga/_/Born+This+Way,https://www.last.fm/music/Lady+Gaga,4.333333333333333,4 мин 20 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",7435460,963915459
Charli xcx,Apple,1346321,21719150,325,https://www.last.fm/music/Charli+xcx/_/Apple,https://www.last.fm/music/Charli+xcx,2.5166666666666666,2 мин 31 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",3544758,643350637
Foo Fighters,The Pretender,2121780,21659932,326,https://www.last.fm/music/Foo+Fighters/_/The+Pretender,https://www.last.fm/music/Foo+Fighters,4.483333333333333,4 мин 29 сек,rock,"Rock music is a form of popular music with a prominent vocal melody, accompanied by guitar, drums, and bass. Many styles of rock music also use keyboard instruments such as organ, piano, mellotron, and synthesizers. Other instruments sometimes utilized in rock include saxophone, harmonica, violin, flute, French horn, banjo, melodica, and timpani. Also, less common stringed instruments such as mandolin and sitar are used. Rock music usually has a strong back beat",6184582,351480035
Katy Perry,I Kissed a Girl,2628436,21653079,327,https://www.last.fm/music/Katy+Perry/_/I+Kissed+a+Girl,https://www.last.fm/music/Katy+Perry,3.0,3 мин,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",6874177,414166735
Paramore,The Only Exception,1769149,21624194,328,https://www.last.fm/music/Paramore/_/The+Only+Exception,https://www.last.fm/music/Paramore,4.45,4 мин 27 сек,rock,"Rock music is a form of popular music with a prominent vocal melody, accompanied by guitar, drums, and bass. Many styles of rock music also use keyboard instruments such as organ, piano, mellotron, and synthesizers. Other instruments sometimes utilized in rock include saxophone, harmonica, violin, flute, French horn, banjo, melodica, and timpani. Also, less common stringed instruments such as mandolin and sitar are used. Rock music usually has a strong back beat",5374331,540870854
Lil Uzi Vert,20 Min,1197144,21608048,329,https://www.last.fm/music/Lil+Uzi+Vert/_/20+Min,https://www.last.fm/music/Lil+Uzi+Vert,3.6666666666666665,3 мин 40 сек,rap,"Rap is a vocal style, usually coming together with hip-hop, the musical genre off-shoot of the hip hop culture. Rapping itself, also known as emceeing, MCing, spitting, or just rhyming, is the rhythmic spoken delivery of rhymes and wordplay. Rapping is one of the four pillars of the hip hop culture, along with DJing, graffiti, and breaking.

Rap is also considered a separate genre from hip hop in some cases where the artists do not make music compatible with the hip hop culture.",2551945,390346252
Steve Lacy,C U Girl,1405687,21594782,330,https://www.last.fm/music/Steve+Lacy/_/C+U+Girl,https://www.last.fm/music/Steve+Lacy,2.15,2 мин 09 сек,jazz,"Jazz is a musical art form which originated around the beginning of the 20th century in Black communities in the Southern United States from a confluence of African and European music traditions. The style's West African pedigree is evident in its use of blue notes, call-and-response, improvisation, polyrhythms, syncopation, and the swung note of ragtime.

From its early development until the present, jazz has also incorporated music from 19th and 20th century American popular music, which is based on European music traditions.",2930941,266547447
Red Hot Chili Peppers,Otherside,2365764,21534994,331,https://www.last.fm/music/Red+Hot+Chili+Peppers/_/Otherside,https://www.last.fm/music/Red+Hot+Chili+Peppers,4.283333333333333,4 мин 17 сек,rock,"Rock music is a form of popular music with a prominent vocal melody, accompanied by guitar, drums, and bass. Many styles of rock music also use keyboard instruments such as organ, piano, mellotron, and synthesizers. Other instruments sometimes utilized in rock include saxophone, harmonica, violin, flute, French horn, banjo, melodica, and timpani. Also, less common stringed instruments such as mandolin and sitar are used. Rock music usually has a strong back beat",7026572,536172514
Adele,Set Fire to the Rain,1975406,21523488,332,https://www.last.fm/music/Adele/_/Set+Fire+to+the+Rain,https://www.last.fm/music/Adele,4.033333333333333,4 мин 02 сек,soul,"Soul music is a music genre that combines rhythm and blues and gospel music, originating in the United States.  According to the Rock and Roll Hall of Fame, soul is ""music that arose out of the black experience in America through the transmutation of gospel and rhythm & blues into a form of funky, secular testifying."" The genre occasionally uses improvisational additions, twirls and auxiliary sounds. Catchy rhythms, stressed by handclaps and plastic body moves, are an important feature.",5434487,306192843
Taylor Swift,seven,820734,21487376,333,https://www.last.fm/music/Taylor+Swift/_/seven,https://www.last.fm/music/Taylor+Swift,3.4833333333333334,3 мин 29 сек,country,"Country music is a broad term, covering a great many styles of music predominantly created in the southern United States of America - however there are growing traditions of country music elsewhere, particularly in Canada and Australia.

Country music is generally characterized by its use of the guitar and its heavily-accented vocals describing life's hardships. A common joke runs that if one plays a country song backwards, the singer's child recovers from an illness",5681241,3437552088
Frank Ocean,Pyramids,1397586,21444234,334,https://www.last.fm/music/Frank+Ocean/_/Pyramids,https://www.last.fm/music/Frank+Ocean,9.883333333333333,9 мин 53 сек,r&b,"R&B is a musical genre that began to develop as a distinct style in the early 1950s. Originally known as rhythm and blues, it was primarily created by African American musicians and drew influence from both blues and early rock 'n' roll, with significant interaction between these genres. Over time, musicians from different backgrounds adopted the style and introduced new elements. In the 1950s, artists like Muddy Waters contributed to shaping the genre by emphasizing faster melodies and energetic rhythms",4050358,720227825
